voedingsgebied_id;jaar;aanwezige_transportcapaciteit_invoeding;aanwezige_transportcapaciteit_afname;benodigde_transportcapaciteit_invoeding;benodigde_transportcapaciteit_afname;unieke_verzoeken_invoeding;unieke_verzoeken_afname;wachtrij_invoeding;wachtrij_afname;info;congestie_url;jaartal_opgelost_invoeding;jaartal_opgelost_afname;kwartaal;start;eind;RNB
RT;2025;52,99;53,52;68,4799202058299;47,98205318957005;48,0;48,0;8,111;8,037;;;2027,0;2027,0;;;;Enexis
RSD;2025;236,57;243,98;131,3998937;104,9821219079966;77,0;166,0;26,209;95,327;;;2029,0;2025,0;;;;Enexis
SW;2025;48,22;54,42;29,7518334366915;35,909426325634;24,0;9,0;6,039;4,914;2a, 2b, 3a, 3b worden door bovenliggende netbeheerder bepaald;;2030,0;2025,0;;;;Enexis, Rendo
SKN;2025;112,66;112,66;69,119759;;29,0;13,0;6,35;15,266;;;2025,0;;;;;Enexis
SBRN;2025;76,34;77,12;35,00058161127519;48,39982830500036;18,0;30,0;17,516;5,322;;;2031,0;2025,0;;;;Enexis
HDB;2025;47,08;50,98;42,62291431791714;39,84599557131088;42,0;58,0;28,639;14,142;;;2027,0;2027,0;;;;Enexis
HBG;2025;41,02;41,02;34,31824399943174;35,06214329651858;15,0;27,0;3,756;7,173;;;2028,0;2028,0;;;;Enexis
TBN;2025;131,01;141,13;55,25566633674277;168,367961561744;101,0;136,0;38,543;52,397;;;2027,0;2027,0;;;;Enexis
TBG;2025;43,51;45,23;29,24051868141;18,2211428471177;23,0;14,0;2,694;2,179;;;2030,0;2025,0;;;;Enexis
TBC;2025;69,2;69,2;15,87493347643686;47,0618287365953;15,0;44,0;2,173;12,974;;;2025,0;;;;;Enexis
OS WOLVEGA 10-2i;2025;82,5;55,0;57,5;31,6;23,0;20,0;7,179;5,64978;;;;;4,0;2025-01-01;2025-12-31;Liander
OS WINTERSWIJK 10-1i;2025;;;;;37,0;49,0;15,142;8,12333;;;;;4,0;2025-01-01;2025-12-31;Liander
HGLB;2025;37,94;38,31;53,81623750040816;35,65926891936857;16,0;34,0;3,93;11,546;;;2026,0;2026,0;;;;Enexis
HELD;2025;158,59;172,77;144,9058353514071;42,33280246679719;42,0;66,0;39,396;38,809;;;2029,0;2025,0;;;;Enexis
HEER;2025;40,0;44,22;12,72327488704321;43,17722910152634;13,0;38,0;3,3;12,293;;;2025,0;;;;;Enexis
OTD;2025;96,45;111,55;40,928811;86,72400996081214;54,0;88,0;25,44;82,437;;;2031,0;2031,0;;;;Enexis
OS ZUTPHEN 20-3i;2025;128,0;88,0;11,1;14,7;14,0;11,0;15,542;8,12972;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZUTPHEN 10-2i;2025;45,5;45,5;48,3;49,1;20,0;21,0;3,192;2,29758;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZUTPHEN 10-1i;2025;57,3;57,3;30,1;34,4;8,0;20,0;6,1;9,93446;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZUILICHEM 20-1i;2025;88,0;88,0;12,8;29,6;17,0;19,0;28,743;26,47716;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZUIDERVELD 10-1i;2025;69,3;69,3;52,9;78,5;57,0;98,0;36,744;33,96112;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
OS ZUIDBROEK 20-1i;2025;132,0;88,0;60,3;34,8;35,0;43,0;9,06;21,90006;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZORGVLIED 20-4i;2025;110,0;88,0;;83,9;;20,0;;4,89563;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZORGVLIED 20-3i;2025;110,0;88,0;;34,2;;7,0;;5,9395;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZOETERWOUDE 10-2i;2025;30,0;30,0;23,2;30,2;4,0;8,0;0,366;2,51572;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZEVENHUIZEN 10-2i;2025;30,0;30,0;43,8;26,8;8,0;9,0;1,452;8,0106;;;2027,0;2027,0;4,0;2025-01-01;2025-12-31;Liander
HGV;2025;96,77;102,99;82,52410795072372;80,80488205945126;28,0;46,0;8,424;41,96;2a, 2b, 3a, 3b worden door bovenliggende netbeheerder bepaald;;2027,0;2025,0;;;;Enexis, Rendo
HGLW;2025;101,66;101,97;58,48726653504777;86,64212220296078;42,0;40,0;4,429;22,308;;;2029,0;2029,0;;;;Enexis
OS ZEEWOLDE 20KV 20-9i;2025;88,0;88,0;74,1;7,9;13,0;20,0;3,382;6,98227;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZEEWOLDE 20KV 20-8i;2025;88,0;88,0;48,9;9,7;;5,0;;3,62325;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZEEWOLDE 20KV 20-7i;2025;100,0;100,0;58,6;49,7;35,0;28,0;23,093;26,0833;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZEEWOLDE 10-1i;2025;42,0;42,0;33,0;29,5;24,0;24,0;5,331;4,56157;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZALTBOMMEL 20-5i;2025;145,0;93,7;22,5;41,8;40,0;34,0;50,463;36,00641;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZALTBOMMEL 20-4i;2025;145,0;93,7;63,2;17,7;;9,0;;13,7628;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZALTBOMMEL 10-2i;2025;58,0;58,0;31,0;34,3;27,0;24,0;7,347;12,2664;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ZALTBOMMEL 10-1i;2025;63,7;63,7;23,1;48,3;49,0;79,0;19,893;32,31017;;;2026,0;2026,0;4,0;2025-01-01;2025-12-31;Liander
OS ZAANDIJK 50-1i;2025;40,0;40,0;7,6;39,0;;10,0;;7,9785;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
OS ZAANDAM WEST 10-1i;2025;51,3;51,3;20,5;49,4;;77,0;;41,21997;;;2028,0;;4,0;2025-01-01;2025-12-31;Liander
OS ZAANDAM NOORD 50-1i;2025;71,3;44,6;3,0;43,7;;38,0;;7,73203;;;;;4,0;2025-01-01;2025-12-31;Liander
OS WOUDHUIS 10-2i;2025;109,1;72,6;29,6;35,6;18,0;18,0;2,9;3,62013;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS WOUDHUIS 10-1i;2025;109,1;72,6;35,0;31,1;17,0;26,0;5,252;17,44665;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS WORMERVEER 50-1i;2025;39,6;39,6;0,3;33,2;;5,0;;0,54781;;;2027,0;;4,0;2025-01-01;2025-12-31;Liander
OS WINSELINGSEWEG 10-2i;2025;54,6;27,3;23,3;17,8;6,0;6,0;1,053;4,31575;;;;;4,0;2025-01-01;2025-12-31;Liander
OS WINSELINGSEWEG 10-1i;2025;98,1;65,4;7,8;54,2;14,0;41,0;2,124;8,13173;;;;;4,0;2025-01-01;2025-12-31;Liander
OS WESTZAANSTRAAT 10-1i;2025;93,0;68,0;;62,6;;30,0;;7,21441;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
OS WESTWOUD 10-4i;2025;30,0;30,0;48,6;48,2;27,0;47,0;14,345;21,51644;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS WESTHAVEN 10-2i;2025;72,0;39,0;14,8;35,9;;;;;;;2026,0;;4,0;2025-01-01;2025-12-31;Liander
OS WESTHAVEN 10-1i;2025;72,0;39,0;;39,8;;25,0;;9,99528;;;2026,0;;4,0;2025-01-01;2025-12-31;Liander
OS WERVERSHOOF 10-1i;2025;104,4;67,8;60,9;50,8;50,0;58,0;23,492;43,3163;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS WEESP 10-9i;2025;19,8;;7,1;10,9;;;;;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS WEESP 10-2i;2025;;;;;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS WEESP 10-1i;2025;;;;;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS WATERGRAAFSMEER 10-2i;2025;72,8;58,3;;46,1;;13,0;;7,04931;;;;;4,0;2025-01-01;2025-12-31;Liander
OS WATERGRAAFSMEER 10-1i;2025;72,8;58,3;;18,3;;5,0;;13,9636;;;;;4,0;2025-01-01;2025-12-31;Liander
OS WASSENAAR 10-1i;2025;49,1;43,6;9,0;29,7;;5,0;;2,44046;;;;;4,0;2025-01-01;2025-12-31;Liander
OS WARMENHUIZEN 10-1i;2025;36,4;36,4;53,9;36,1;35,0;45,0;16,7;20,83908;;;2032,0;2032,0;4,0;2025-01-01;2025-12-31;Liander
OS WAGENINGEN 10-1i;2025;31,5;31,5;23,7;31,3;10,0;21,0;2,74;4,86665;;;;;4,0;2025-01-01;2025-12-31;Liander
HMO;2025;156,69;179,74;37,65938714164759;73,21980239023681;55,0;59,0;23,598;27,14;;;2025,0;2025,0;;;;Enexis
OS VAASSEN 10-1i;2025;63,0;42,0;39,5;39,4;26,0;32,0;3,465;6,18606;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ULKESLUIS 10-1i;2025;19,8;19,8;27,7;16,5;16,0;25,0;3,371;5,1254;;;2032,0;2032,0;4,0;2025-01-01;2025-12-31;Liander
OS ULFT 20-3i;2025;88,0;44,0;59,1;8,0;8,0;15,0;23,488;18,58322;;;;2028,0;4,0;2025-01-01;2025-12-31;Liander
OS ULFT 10-1i;2025;69,3;69,3;39,7;37,9;23,0;20,0;6,473;3,75968;;;;2028,0;4,0;2025-01-01;2025-12-31;Liander
OS UITHOORN 50-1i;2025;36,4;36,4;17,4;24,9;;12,0;;5,74123;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS UITGEEST 50-1i;2025;39,6;39,6;36,5;50,9;5,0;35,0;0,853;6,36607;;;2034,0;2034,0;4,0;2025-01-01;2025-12-31;Liander
OS UILENBURG 50-1i;2025;44,0;44,0;;33,5;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS TIEL 20-4i;2025;180,6;90,1;53,9;3,8;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS TIEL 10-2i;2025;82,8;37,3;34,4;38,1;34,0;48,0;11,125;21,19698;;;;;4,0;2025-01-01;2025-12-31;Liander
OS TIEL 10-1i;2025;77,3;37,3;45,2;44,5;50,0;59,0;26,511;21,79336;;;2029,0;2029,0;4,0;2025-01-01;2025-12-31;Liander
HTN;2025;167,2;191,29;84,3527939;172,088436125579;106,0;262,0;35,826;65,916;;;2027,0;;;;;Enexis
HRST;2025;93,1;102,41;68,28359430278489;54,48135415003593;98,0;77,0;43,486;58,454;;;2030,0;2030,0;;;;Enexis
HPT;2025;66,9;77,9;178,6188428714874;73,73487615751247;108,0;132,0;32,289;50,192;;;2032,0;2026,0;;;;Enexis
HPS;2025;83,7;91,96;108,5824388;74,68887885781301;82,0;84,0;40,587;42,049;;;;;;;;Enexis
HMZ;2025;109,42;119,96;72,856849645;107,0902762271044;114,0;151,0;33,475;61,149;;;2029,0;2029,0;;;;Enexis
OS WINSELINGSEWEG 10-3i;2025;65,4;32,7;16,3;30,7;8,0;22,0;2,455;8,5448;;;;;4,0;2025-01-01;2025-12-31;Liander
OS SCHENKENSCHANS 10-2i;2025;58,0;29,0;34,2;42,6;37,0;21,0;12,244;8,52664;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS SCHENKENSCHANS 10-1i;2025;66,0;33,0;22,4;24,6;20,0;25,0;11,605;12,21837;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS SCHALKWIJK 10-1i;2025;34,0;34,0;13,0;49,1;;9,0;;1,34873;;;2034,0;;4,0;2025-01-01;2025-12-31;Liander
OS SCHAGEN 10-4i;2025;18,0;18,0;20,6;7,9;;7,0;;4,99055;;;2032,0;2032,0;4,0;2025-01-01;2025-12-31;Liander
OS SCHAGEN 10-2i;2025;18,0;18,0;27,2;18,2;15,0;9,0;4,226;3,1857;;;2032,0;2032,0;4,0;2025-01-01;2025-12-31;Liander
OS SCHAGEN 10-1i;2025;18,0;18,0;28,1;25,7;17,0;32,0;3,643;6,00957;;;2032,0;2032,0;4,0;2025-01-01;2025-12-31;Liander
ISM;2025;43,19;44,58;47,13765472409568;22,82332500487367;25,0;14,0;52,071;21,28;;;;2030,0;;;;Enexis
Hilversum Noorderbegraafplaats 10 kV 1 + 2;2025;39,6;39,6;0,7;34,3;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
HUSK;2025;55,1;66,12;5,655788830726254;46,59512524386419;24,0;35,0;4,385;8,752;;;2025,0;2025,0;;;;Enexis
HTW;2025;54,42;54,42;42,4724235625;56,68475774481846;31,0;65,0;15,005;43,628;;;2030,0;2030,0;;;;Enexis
OS WAARDERPOLDER 10-2i;2025;91,7;57,3;7,9;52,3;;28,0;;11,95973;;;;;4,0;2025-01-01;2025-12-31;Liander
OS WAARDERPOLDER 10-1i;2025;57,3;57,3;;50,8;;10,0;;2,76376;;;;;4,0;2025-01-01;2025-12-31;Liander
OS VLIEGENBOS 10-1i;2025;40,0;40,0;;38,6;;40,0;;9,36822;;;2027,0;;4,0;2025-01-01;2025-12-31;Liander
OS VIJFHUIZEN 20-3i;2025;132,0;88,0;75,4;125,6;;30,0;;3,4271;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS VENSERWEG 10kV totaal;2025;66,0;66,0;1,7;81,9;;16,0;;4,01117;;;;;4,0;2025-01-01;2025-12-31;Liander
OS VELSEN 10-1i;2025;56,2;36,4;27,2;27,8;7,0;25,0;3,93;6,01541;;;;;4,0;2025-01-01;2025-12-31;Liander
OS PURMEREND KWADIJKERKOOGWEG 50-1i;2025;39,6;39,6;11,2;39,4;7,0;26,0;1,548;3,35474;;;2027,0;;4,0;2025-01-01;2025-12-31;Liander
OS PRESIKHAAF 10-2i;2025;36,4;29,4;16,9;25,8;26,0;40,0;6,859;8,92943;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS PRESIKHAAF 10-1i;2025;51,1;44,1;7,1;29,4;15,0;24,0;3,564;2,51305;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
OS PLATVOET 10-1i;2025;;;;;5,0;6,0;0,612;0,7987;;;;;4,0;2025-01-01;2025-12-31;Liander
KP;2025;63,76;66,64;33,9312138075;43,86732491172366;36,0;29,0;7,151;12,347;;;2030,0;2030,0;;;;Enexis
KELP;2025;17,58;18,09;23,21494273113293;14,97884963119031;17,0;23,0;2,502;7,264;;;2026,0;2026,0;;;;Enexis
OS TEXEL 10-1i;2025;19,8;19,8;12,6;18,5;18,0;24,0;1,672;12,20894;;;2032,0;2032,0;4,0;2025-01-01;2025-12-31;Liander
OS TEERSDIJK 10-9i;2025;55,0;;48,9;7,0;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS TEERSDIJK 10-2i;2025;65,0;65,0;69,3;54,0;27,0;48,0;8,156;21,95746;;;;2029,0;4,0;2025-01-01;2025-12-31;Liander
OS TEERSDIJK 10-1i;2025;69,0;55,0;47,6;51,7;46,0;52,0;9,869;34,14935;;;2029,0;2030,0;4,0;2025-01-01;2025-12-31;Liander
OS SNEEK 10-1i;2025;57,0;57,0;52,2;60,2;38,0;47,0;7,344;12,97589;;;2036,0;;4,0;2025-01-01;2025-12-31;Liander
OS SLOTERMEER 10-1i;2025;49,5;49,5;;68,1;;30,0;;3,83881;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS SINT ANNAMOLEN 10-1i;2025;44,2;31,5;1,9;32,0;;6,0;;2,64025;;;;;4,0;2025-01-01;2025-12-31;Liander
OS SCHIPLUIDENLAAN 10-1i;2025;59,8;59,8;2,0;68,3;;15,0;;6,14126;;;;;4,0;2025-01-01;2025-12-31;Liander
OS SCHIPHOL OOST 50-1i;2025;79,2;79,2;4,8;92,2;10,0;32,0;4,281;11,83016;;;2034,0;;4,0;2025-01-01;2025-12-31;Liander
OS SCHENKENSCHANS 10-9i;2025;;;;;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS NUNSPEET 10-1i;2025;31,5;31,5;10,8;27,5;8,0;16,0;4,037;7,33597;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
LIMM;2025;222,11;237,31;43,00573373594814;195,4824339457733;26,0;72,0;9,285;64,969;;;2025,0;;;;;Enexis
KZVZ;2025;41,8;41,8;36,13946561954588;15,64786486706816;15,0;2,0;10,659;0,7;;;2030,0;2025,0;;;;Enexis
KWD;2025;123,49;123,49;50,76817331281092;87,46498546390897;51,0;28,0;55,418;21,752;;;2029,0;2025,0;;;;Enexis
OS SASSENHEIM 10-2i;2025;20,9;20,9;24,1;31,8;;18,0;;5,66265;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS SASSENHEIM 10-1i;2025;58,0;29,0;3,3;10,0;;;;;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS RUIGOORD 10-1i;2025;72,0;41,0;42,6;30,8;;10,0;;10,52145;;;2033,0;;4,0;2025-01-01;2025-12-31;Liander
OS ROZENBURG 10-2i;2025;39,6;39,6;;43,4;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ROZENBURG 10-1i;2025;39,6;39,6;6,0;25,5;;11,0;;7,09375;;;;;4,0;2025-01-01;2025-12-31;Liander
OS RIJNSBURG 10-1i;2025;55,0;44,0;14,3;33,2;;9,0;;4,3611;;;;;4,0;2025-01-01;2025-12-31;Liander
OS RIJKSUNIVERSITEIT LEIDEN 10-2i;2025;87,6;44,0;;47,3;;9,0;;4,05455;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS RIJKSUNIVERSITEIT LEIDEN 10-1i;2025;65,0;22,0;3,1;23,6;;;;;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS RHIJNSPOOR 10-1i;2025;84,0;62,6;;64,2;;20,0;;4,33553;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS RENKUM 10-1i;2025;54,5;54,5;17,2;47,2;28,0;29,0;8,558;13,27946;;;;;4,0;2025-01-01;2025-12-31;Liander
OS RAUWERD 10-1i;2025;28,0;16,5;16,3;15,3;13,0;4,0;3,315;0,7621;;;;2034,0;4,0;2025-01-01;2025-12-31;Liander
OS PURMEREND SCHAEPMANSTRAAT 50-1i;2025;41,6;41,6;28,1;52,3;7,0;29,0;1,01;8,01741;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
LS;2025;41,02;41,02;32,79189685639707;18,60457070233355;6,0;9,0;0,643;1,565;;;;2025,0;;;;Enexis
OS PAMPUS 10-1i;2025;106,5;72,0;51,1;63,5;27,0;53,0;5,718;15,24741;;;;;4,0;2025-01-01;2025-12-31;Liander
OS OVERVEEN 10-2i;2025;29,0;29,0;11,8;35,4;;7,0;;1,02062;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS OVERVEEN 10-1i;2025;41,0;41,0;10,3;32,3;;8,0;;0,68058;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS OUDORP 10-2i;2025;18,6;18,6;9,3;19,2;8,0;29,0;0,718;4,25015;;;2033,0;2033,0;4,0;2025-01-01;2025-12-31;Liander
OS OUDORP 10-1i;2025;36,2;36,2;39,1;43,6;14,0;59,0;5,714;24,39455;;;2033,0;2033,0;4,0;2025-01-01;2025-12-31;Liander
OS OUDEHASKE 20-4i;2025;145,0;90,9;6,5;62,6;16,0;35,0;6,922;22,00716;;;2033,0;;4,0;2025-01-01;2025-12-31;Liander
OS OUDEHASKE 10-2i;2025;72,8;37,2;24,1;33,0;12,0;10,0;13,568;2,451;;;2027,0;;4,0;2025-01-01;2025-12-31;Liander
OS OUDEHASKE 10-1i;2025;72,8;43,6;48,3;37,2;19,0;18,0;5,405;5,45589;;;2027,0;;4,0;2025-01-01;2025-12-31;Liander
OS OTERLEEK 10-4i;2025;41,1;22,7;26,5;23,8;23,0;27,0;6,629;5,47448;;;2030,0;2030,0;4,0;2025-01-01;2025-12-31;Liander
OS OTERLEEK 10-2i;2025;41,7;23,3;25,6;23,1;24,0;30,0;10,708;10,93526;;;2030,0;2030,0;4,0;2025-01-01;2025-12-31;Liander
OS OOSTERWOLDE 20-3i;2025;;;;;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS OOSTERWOLDE 10-1i;2025;36,3;36,3;40,1;37,2;31,0;12,0;7,111;3,3959;;;;2033,0;4,0;2025-01-01;2025-12-31;Liander
OS OOSTERHOUT 20-2i;2025;176,0;88,0;80,8;24,3;18,0;13,0;14,886;44,25254;;;;2032,0;4,0;2025-01-01;2025-12-31;Liander
OS OOSTERBEEK 10-1i;2025;54,6;34,0;7,7;23,3;11,0;14,0;3,191;5,04278;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
OS NUNSPEET 10-2i;2025;29,1;29,1;24,6;32,4;18,0;28,0;14,772;13,19583;;;2030,0;2029,0;4,0;2025-01-01;2025-12-31;Liander
OS NIJKERK 10-2i;2025;58,9;27,8;19,1;28,9;25,0;21,0;5,421;2,41081;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS NIJKERK 10-1i;2025;72,8;36,4;15,1;35,2;20,0;33,0;2,818;5,68618;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS NIEUWKOOP 10-1i;2025;55,0;44,0;34,1;24,6;;7,0;;1,58105;;;;;4,0;2025-01-01;2025-12-31;Liander
OS NIEUWE MEER 10-1i;2025;45,0;36,0;;34,4;;8,0;;7,9836;;;2027,0;;4,0;2025-01-01;2025-12-31;Liander
OS NIEUW VENNEP 50-1i;2025;36,4;36,4;27,0;47,4;;18,0;;7,24252;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS NAARDEN 50-1i;2025;39,6;39,6;15,0;45,7;;15,0;;2,27259;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
