voedingsgebied_id;jaar;aanwezige_transportcapaciteit_invoeding;aanwezige_transportcapaciteit_afname;benodigde_transportcapaciteit_invoeding;benodigde_transportcapaciteit_afname;unieke_verzoeken_invoeding;unieke_verzoeken_afname;wachtrij_invoeding;wachtrij_afname;info;congestie_url;jaartal_opgelost_invoeding;jaartal_opgelost_afname;kwartaal;start;eind;RNB
OS MIDDENMEER 20-5i;2025;176,0;88,0;77,9;2,2;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS MIDDENMEER 20-3i;2025;;;;;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS MIDDENMEER 20-2i;2025;176,0;88,0;96,5;14,1;36,0;23,0;16,722;10,72425;;;;;4,0;2025-01-01;2025-12-31;Liander
OS MIDDENMEER 20-1i;2025;176,0;88,0;72,4;4,6;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS MEDEMBLIK 10-2i;2025;19,8;19,8;20,2;16,3;22,0;25,0;6,424;6,30094;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS MEDEMBLIK 10-1i;2025;19,8;19,8;2,2;7,1;;8,0;;2,03988;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS MARNIXSTRAAT 10-2i;2025;27,5;22,0;;22,1;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS MARNIXSTRAAT 10-1i;2025;74,2;66,0;;48,5;;11,0;;2,14526;;;;;4,0;2025-01-01;2025-12-31;Liander
Lemmer 10kV;2025;36,0;36,0;38,8;50,1;40,0;36,0;9,168;9,47766;;;;;4,0;2025-01-01;2025-12-31;Liander
LUTT;2025;86,39;88,75;38,64120377445099;71,68128463709283;26,0;62,0;4,96;14,647;;;2026,0;2026,0;;;;Enexis
OS LEIDERDORP 10-1i;2025;27,5;22,0;9,8;23,0;;14,0;;2,77701;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS LEIDEN ZUID WEST 10-1i;2025;39,6;39,6;17,2;41,3;;20,0;;11,20286;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS LEIDEN NOORD 10-1i;2025;70,4;70,4;13,4;78,9;;24,0;;7,39965;;;2035,0;;4,0;2025-01-01;2025-12-31;Liander
OS LEEUWARDEN 10-4i;2025;91,7;57,3;32,2;60,4;27,0;66,0;6,738;16,62843;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS LEEUWARDEN 10-1i;2025;79,2;52,8;60,7;50,2;49,0;34,0;11,64;9,23677;;;;2027,0;4,0;2025-01-01;2025-12-31;Liander
OS KROMMENIE 50-1i;2025;;;;;;28,0;;6,74519;;;;;4,0;2025-01-01;2025-12-31;Liander
OS KATWIJK 10-3i;2025;21,7;21,7;7,3;21,2;;4,0;;0,96266;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS KATWIJK 10-2i;2025;21,7;21,7;1,9;22,5;;;;;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
MRUM;2025;128,75;129,19;49,61835758454909;75,91171980499179;15,0;19,0;26,822;30,859;;;2025,0;2025,0;;;;Enexis
MP;2025;74,82;79,79;82,86863054224162;71,10456398896507;61,0;75,0;20,451;27,317;;;;;;;;Enexis
MLBK;2025;51,83;51,83;9,577444;51,00360337531852;20,0;28,0;7,264;12,676;;;2025,0;2026,0;;;;Enexis
MEE;2025;344,77;344,77;186,0271004560121;166,5584265741516;14,0;14,0;7,173;43,309;;;2025,0;2025,0;;;;Enexis
MDK;2025;349,87;344,75;148,2394782559871;175,902336583327;76,0;112,0;85,333;142,832;;;2025,0;2025,0;;;;Enexis
MAK;2025;56,43;56,43;0,0;;24,0;47,0;6,283;19,884;;;2025,0;;;;;Enexis
OS NOORDWIJK 10-1i;2025;22,0;22,0;11,7;22,9;;12,0;;2,82294;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS NOORD PAPAVERWEG 10-1i;2025;100,0;67,8;10,8;72,0;;132,0;;28,0858;;;2027,0;;4,0;2025-01-01;2025-12-31;Liander
OS HOORN GELDELOZEWEG 50-1i;2025;40,0;40,0;22,4;41,1;13,0;30,0;3,895;8,35945;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS HOOGTE KADIJK 10-2i;2025;27,5;22,0;;23,2;;8,0;;0,6599;;;;;4,0;2025-01-01;2025-12-31;Liander
OS HOOGTE KADIJK 10-1i;2025;52,0;52,0;;46,1;;11,0;;1,29154;;;;;4,0;2025-01-01;2025-12-31;Liander
OS HOOFDDORP 10-2i;2025;31,8;18,7;11,9;24,9;;54,0;;12,1383;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS HOOFDDORP 10-1i;2025;31,8;19,8;30,8;21,3;12,0;47,0;13,462;24,24857;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS HILVERSUM RAAFSTRAAT 10-1i;2025;36,4;36,4;8,6;35,0;;13,0;;2,82387;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
MSKZ;2025;162,58;162,58;79,92704020000001;21,11107063436267;24,0;8,0;53,429;10,188;;;2025,0;2025,0;;;;Enexis
MSBT;2025;86,42;92,84;81,1851542084469;56,07655867404927;56,0;57,0;37,821;12,386;;;2031,0;2025,0;;;;Enexis
OS MARNEZIJL 20-3i;2025;110,0;62,0;38,2;46,5;33,0;32,0;5,649;11,63814;;;;;4,0;2025-01-01;2025-12-31;Liander
OS MARNEZIJL 10-2i;2025;39,0;18,0;23,7;6,8;8,0;10,0;0,81;0,72855;;;;;4,0;2025-01-01;2025-12-31;Liander
OS LOCHEM 10-1i;2025;89,6;43,6;43,3;33,2;20,0;26,0;10,373;19,72299;;;2028,0;;4,0;2025-01-01;2025-12-31;Liander
OS LISSE 10-2i;2025;22,0;22,0;5,4;9,8;;;;;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS LISSE 10-1i;2025;43,6;43,6;13,8;25,2;;5,0;;2,2952;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS LEMMER 20-4i;2025;145,4;88,0;68,6;53,0;22,0;14,0;8,901;20,60951;;;2033,0;2033,0;4,0;2025-01-01;2025-12-31;Liander
OS LELYSTAD 10-1i;2025;66,0;38,0;11,0;21,0;18,0;25,0;14,882;11,23387;;;;;4,0;2025-01-01;2025-12-31;Liander
OS LEIMUIDEN 10-2i;2025;33,5;27,0;23,8;25,9;;15,0;;5,84862;;;2028,0;;4,0;2025-01-01;2025-12-31;Liander
OS HAARLEMMERMEER 20-2i;2025;88,0;88,0;;124,5;;;;;;;2026,0;;4,0;2025-01-01;2025-12-31;Liander
OS HAARLEMMERMEER 10-1i;2025;53,2;47,3;29,5;63,7;;13,0;;4,97275;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
NVD;2025;43,19;43,19;11,62103475936064;36,85240534559434;20,0;27,0;2,49;5,927;;;2025,0;2030,0;;;;Enexis
NEDW;2025;134,72;136,61;48,12499618364764;46,38781950803815;80,0;72,0;37,661;20,556;;;2025,0;2025,0;;;;Enexis
Medemblik Transformator 1;2025;39,6;;15,9;2,1;;8,0;;2,54573;;;;;4,0;2025-01-01;2025-12-31;Liander
MZ;2025;81,89;86,39;113,8836635426219;46,52149190947819;34,0;80,0;45,044;50,863;;;2028,0;2028,0;;;;Enexis
OS KATTENBERG (D 219) 10-1i;2025;36,4;29,4;3,0;28,5;19,0;25,0;2,536;4,49154;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
OS KARPERWEG 10-4i;2025;60,0;40,0;;29,5;;9,0;;1,68477;;;;;4,0;2025-01-01;2025-12-31;Liander
OS KARPERWEG 10-3i;2025;60,0;40,0;;26,7;;5,0;;0,32528;;;;;4,0;2025-01-01;2025-12-31;Liander
OS IJPOLDER 10-4i;2025;56,0;32,0;18,5;48,2;;14,0;;28,93595;;;2026,0;;4,0;2025-01-01;2025-12-31;Liander
OS IJMUIDEN 50-1i;2025;48,6;39,6;15,3;35,6;5,0;17,0;1,912;2,78827;;;;;4,0;2025-01-01;2025-12-31;Liander
OS IJBURG 20-2i;2025;110,0;88,0;9,4;26,1;;9,0;;2,64725;;;;;4,0;2025-01-01;2025-12-31;Liander
OS Heiloo 10-1i + 10-2i;2025;;;;;13,0;26,0;3,182;5,03949;;;;;4,0;2025-01-01;2025-12-31;Liander
OS HUIZEN 10-1i;2025;36,2;36,2;18,8;35,8;;17,0;;2,28876;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS HOORN HOLENWEG 10-2i;2025;40,0;20,0;16,4;15,6;;11,0;;5,2863;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS HOORN HOLENWEG 10-1i;2025;36,0;20,0;18,9;26,7;;24,0;;4,41539;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OL;2025;43,19;43,19;38,5904705;19,40893582988479;8,0;4,0;6,479;1,892;;;2034,0;2025,0;;;;Enexis
ODZ;2025;82,04;84,49;43,8815991;59,31037577797687;34,0;41,0;7,302;9,445;;;2025,0;2025,0;;;;Coteq, Enexis
OS HILVERSUM JONKERWEG 10-1i;2025;36,4;36,4;13,8;36,8;;16,0;;2,28734;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS HILLEGOM 10-1i;2025;22,0;22,0;15,8;25,0;;20,0;;3,97038;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS HERBAYUM 20KV 20-2i;2025;91,0;58,0;60,8;26,9;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS HERBAYUM 20KV 20-1i;2025;73,0;58,0;59,4;36,4;19,0;19,0;3,974;5,9518;;;;2029,0;4,0;2025-01-01;2025-12-31;Liander
OS HERBAYUM 10-2i;2025;57,1;23,1;18,3;24,2;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS HERBAYUM 10-1i;2025;55,0;39,0;48,7;38,2;34,0;26,0;9,151;16,67166;;;2032,0;2032,0;4,0;2025-01-01;2025-12-31;Liander
OS HEMWEG 50-2i;2025;;;;;;297,0;;163,52603;;;;;4,0;2025-01-01;2025-12-31;Liander
OS HEERHUGOWAARD 50-1i;2025;39,6;39,6;32,0;32,9;14,0;28,0;13,087;5,69755;;;2029,0;2029,0;4,0;2025-01-01;2025-12-31;Liander
OS HEERENVEEN 10-1i;2025;82,5;55,0;52,7;46,2;18,0;17,0;6,018;7,85516;;;;;4,0;2025-01-01;2025-12-31;Liander
OS HATTEM 10-1i;2025;88,5;60,0;71,7;46,9;44,0;35,0;11,197;32,1177;;;2028,0;;4,0;2025-01-01;2025-12-31;Liander
OS HARSELAAR 20-3i;2025;90,9;90,9;81,3;66,2;46,0;70,0;20,438;25,47631;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
OS HARSELAAR 10-1i;2025;69,3;69,3;41,5;52,8;48,0;48,0;10,54;7,99008;;;;;4,0;2025-01-01;2025-12-31;Liander
OS HARDERWIJK 10-2i;2025;96,6;72,6;46,9;76,8;37,0;44,0;7,89;6,47032;;;;;4,0;2025-01-01;2025-12-31;Liander
OS HARDERWIJK 10-1i;2025;72,4;48,4;33,1;53,6;37,0;50,0;8,571;11,3704;;;;;4,0;2025-01-01;2025-12-31;Liander
OS FREDERIKSPLEIN 10-1i;2025;77,0;57,0;;48,9;;9,0;;2,56054;;;;;4,0;2025-01-01;2025-12-31;Liander
OS FRANKENENG 10-1i;2025;29,0;29,0;9,2;29,0;18,0;50,0;6,654;12,24457;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
OS ENKHUIZEN 10-2i;2025;56,2;19,8;11,9;22,1;;8,0;;7,46515;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS ENKHUIZEN 10-1i;2025;72,8;36,4;23,0;36,7;7,0;19,0;2,781;11,17841;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS EMMELOORD 20-5i;2025;145,4;88,0;36,6;54,2;15,0;10,0;4,811;2,46655;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS EMMELOORD 10-1i;2025;44,0;44,0;37,8;31,1;37,0;37,0;12,248;8,17882;;;2031,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS ELST 10-2i;2025;80,0;45,5;13,2;39,5;18,0;27,0;1,51;3,48059;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ELST 10-1i;2025;103,8;69,3;37,5;51,6;26,0;35,0;7,814;6,16999;;;;;4,0;2025-01-01;2025-12-31;Liander
OS EIBERGEN 10-3i;2025;55,0;55,0;37,0;33,0;11,0;8,0;2,834;9,38003;;;;;4,0;2025-01-01;2025-12-31;Liander
OS EERBEEK 10-1i + 10-2i;2025;69,3;69,3;53,3;65,5;30,0;28,0;15,761;6,42276;;;;;4,0;2025-01-01;2025-12-31;Liander
OS EDE 10-2i;2025;91,3;69,3;60,7;85,7;54,0;82,0;12,773;19,40025;;;;;4,0;2025-01-01;2025-12-31;Liander
OS EDE 10-1i;2025;66,0;44,0;18,2;39,4;17,0;21,0;1,715;2,6088;;;;;4,0;2025-01-01;2025-12-31;Liander
OS EDAM 10-2i;2025;41,0;21,4;11,8;25,6;8,0;26,0;1,19;6,26331;;;2027,0;;4,0;2025-01-01;2025-12-31;Liander
OS EDAM 10-1i;2025;38,3;22,3;10,6;21,5;;10,0;;1,62916;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS DUKENBURG 10-1i;2025;36,4;29,4;15,8;36,4;11,0;18,0;3,379;5,0374;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OMD;2025;34,42;34,57;48,8040276;32,83329029531827;26,0;31,0;4,903;27,789;;;;2028,0;;;;Enexis
OS ANNA PAULOWNA 10-2i;2025;54,0;36,0;44,1;28,0;34,0;25,0;7,005;3,74127;;;;2030,0;4,0;2025-01-01;2025-12-31;Liander
OS ANGERLO 10-4i;2025;22,0;22,0;7,2;18,9;8,0;22,0;1,826;5,98043;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ANGERLO 10-3i;2025;22,0;22,0;14,6;14,4;;10,0;;1,7658;;;;;4,0;2025-01-01;2025-12-31;Liander
OS AMSTELVEEN BOLWERK 50-1i;2025;56,2;56,2;6,0;56,7;;23,0;;4,12192;;;2032,0;;4,0;2025-01-01;2025-12-31;Liander
OS AMSTELVEEN 50kV + 10kV;2025;;;;;19,0;145,0;10,116;61,64852;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ALPHEN WEST 50-3i;2025;;;;;27,0;117,0;11,706;56,95331;;;;;4,0;2025-01-01;2025-12-31;Liander
OS ALPHEN WEST 10-1i;2025;58,4;36,4;37,5;42,3;8,0;53,0;2,622;15,67024;;;2027,0;;4,0;2025-01-01;2025-12-31;Liander
OS ALPHEN CENTRUM 10-2i;2025;46,8;23,4;9,6;25,4;;15,0;;4,33115;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
OS ALPHEN CENTRUM 10-1i;2025;93,6;46,8;12,2;23,4;6,0;20,0;6,966;9,38795;;;2029,0;;4,0;2025-01-01;2025-12-31;Liander
OS ALMERE 10-1i;2025;104,0;59,0;34,7;68,9;39,0;36,0;8,801;13,94805;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS ALKMAAR 10-1i;2025;39,6;39,6;15,8;47,9;10,0;24,0;1,001;7,06798;;;2033,0;2029,0;4,0;2025-01-01;2025-12-31;Liander
OS AALSMEER BLOEMENVEILING 10-2i;2025;36,0;36,0;7,2;28,2;;10,0;;11,2967;;;2034,0;;4,0;2025-01-01;2025-12-31;Liander
OS AALSMEER BLOEMENVEILING 10-1i;2025;36,0;36,0;17,4;40,8;5,0;30,0;3,091;21,35712;;;2034,0;;4,0;2025-01-01;2025-12-31;Liander
OS 'S-GRAVELAND 10-1i;2025;47,2;33,0;17,5;18,8;4,0;5,0;42,025;41,48135;;;2029,0;2029,0;4,0;2025-01-01;2025-12-31;Liander
OS;2025;132,43;150,79;72,62991697151;131,5691626367174;51,0;126,0;12,2;37,228;;;2030,0;2030,0;;;;Enexis
OS GORREDIJK 110kV TenneT;2025;;;;;14,0;11,0;2,878;4,19985;;;;;4,0;2025-01-01;2025-12-31;Liander
OS BORCULO 20-3i;2025;171,0;85,0;159,7;85,7;27,0;31,0;16,199;16,40128;;;;2036,0;4,0;2025-01-01;2025-12-31;Liander
OS BIJLMER ZUID 10-4i;2025;32,0;20,0;;10,8;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS BIJLMER ZUID 10-1i;2025;111,0;99,0;;73,2;;24,0;;19,80015;;;;;4,0;2025-01-01;2025-12-31;Liander
OS BIJLMER NOORD 20-4i;2025;145,4;88,0;;71,2;;37,0;;57,32336;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS BEVERWIJK 50-1i;2025;32,7;32,7;23,6;41,9;;15,0;;1,41358;;;2030,0;;4,0;2025-01-01;2025-12-31;Liander
OS BERGUM KOUMARWEI 20-1i;2025;;;17,2;4,9;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS BERGUM CENTRALE 20-4i;2025;;;;;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS BERGUM CENTRALE 10-2i;2025;48,0;48,0;17,3;17,8;19,0;11,0;4,017;3,06675;;;2028,0;2028,0;4,0;2025-01-01;2025-12-31;Liander
OS BERGUM CENTRALE 10-1i;2025;48,0;48,0;30,8;28,8;24,0;18,0;9,586;6,7633;;;2028,0;2028,0;4,0;2025-01-01;2025-12-31;Liander
OS BEMMEL 10-2i;2025;36,4;18,2;17,1;9,3;9,0;16,0;14,935;12,26939;;;;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS BEMMEL 10-1i;2025;36,4;36,4;28,8;27,1;23,0;26,0;5,189;5,03745;;;2026,0;2031,0;4,0;2025-01-01;2025-12-31;Liander
OS BASISWEG 10-2i;2025;41,2;33,0;13,9;10,6;;5,0;;7,16475;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS BASISWEG 10-1i;2025;74,2;66,0;8,3;60,0;;45,0;;21,45356;;;2031,0;;4,0;2025-01-01;2025-12-31;Liander
OS ARNHEM 10-1i;2025;144,0;72,0;20,3;59,2;30,0;54,0;7,09;12,74221;;;;;4,0;2025-01-01;2025-12-31;Liander
OS APELDOORN 10-2i;2025;92,2;63,7;15,8;64,5;19,0;52,0;3,068;12,7903;;;2036,0;;4,0;2025-01-01;2025-12-31;Liander
OS APELDOORN 10-1i;2025;85,8;57,3;9,4;62,9;22,0;34,0;5,338;7,79689;;;;;4,0;2025-01-01;2025-12-31;Liander
TT114_10;2025;;;;;0,0;0,0;0,0;0,0;;;;;;;;Stedin
TT113_10;2025;;;;;0,0;0,0;0,0;0,0;;;;;;;;Stedin
VENR;2025;195,8;203,87;142,3621007;108,483624887778;121,0;141,0;316,634;59,645;;;;2025,0;;;;Enexis
VDM;2025;117,74;118,43;83,63625125904801;56,69454071429062;36,0;10,0;10,678;7,03;;;2025,0;2025,0;;;;Enexis
UD;2025;98,94;111,3;100,893803;105,4866329132352;119,0;135,0;52,497;48,559;;;2030,0;2030,0;;;;Enexis
TZ018_10;2025;;;;;0,0;0,0;0,0;0,0;;;;;;;;Stedin
TZ001_23;2025;;;;;0,0;0,0;0,0;0,0;;;;;;;;Stedin
VLH;2025;33,66;34,0;20,54255304928778;20,68896062142508;3,0;5,0;0,144;10,605;;;2025,0;2025,0;;;;Enexis
VH;2025;68,5;72,3;59,47251812817335;46,12435582949728;46,0;41,0;19,454;15,933;;;;2025,0;;;;Enexis
BL;2025;172,77;172,77;57,56791879999999;49,04496896545798;36,0;21,0;5,958;13,078;;;2025,0;2025,0;;;;Enexis
BGMR;2025;82,45;94,05;40,48263971947219;57,19364573483812;57,0;29,0;21,192;11,862;;;2029,0;2025,0;;;;Enexis
BELF;2025;79,8;86,39;55,87233195807175;38,58256792833037;20,0;30,0;4,939;12,507;;;2030,0;2025,0;;;;Enexis
WDT;2025;83,6;91,91;67,11658483280203;55,27220093785861;17,0;61,0;3,94;25,085;;;2027,0;2027,0;;;;Enexis
VVL10;2025;191,58;191,58;258,3914094820481;174,1949837994437;38,0;55,0;17,223;47,497;;;;2029,0;;;;Enexis
VO;2025;23,94;23,94;27,6561892025;20,24069569103601;22,0;15,0;9,866;29,831;;;2031,0;2031,0;;;;Enexis
VLH DE VOORST 61 10-1i;2025;;;;;47,0;51,0;15,563;13,19398;;;;;4,0;2025-01-01;2025-12-31;Liander
OS DRACHTEN 10-1i;2025;90,0;45,0;68,2;63,1;25,0;26,0;10,079;15,24222;;;2034,0;2034,0;4,0;2025-01-01;2025-12-31;Liander
OS DRACHTEN 10-2i;2025;50,0;50,0;27,7;34,7;18,0;26,0;3,74;6,66274;;;2034,0;;4,0;2025-01-01;2025-12-31;Liander
OS DRONTEN 10-1i;2025;117,0;72,0;57,6;67,9;65,0;62,0;14,269;8,07505;;;;;4,0;2025-01-01;2025-12-31;Liander
OS DRONTEN 20KV 20-1i;2025;55,0;;50,3;2,0;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS DRONTEN 20KV 20-2i;2025;176,0;88,0;72,4;5,8;;;;;;;;;4,0;2025-01-01;2025-12-31;Liander
OS DRUTEN 10-1i;2025;88,0;44,0;71,9;37,6;35,0;34,0;21,63;6,06608;;;;2026,0;4,0;2025-01-01;2025-12-31;Liander
AMLU;2025;62,43;65,55;30,80230878037872;47,52585173564442;36,0;18,0;36,1;18,395;;;2028,0;2028,0;;;;Coteq, Enexis
ARI;2025;98,51;108,77;92,33444242438809;67,81180019933778;57,0;79,0;16,417;17,499;;;2028,0;2025,0;;;;Enexis
ZLW;2025;84,99;88,19;36,9971681;70,61333371596383;49,0;62,0;18,265;28,006;;;2031,0;2031,0;;;;Enexis
ZS;2025;62,13;65,48;26,43636801680631;44,76928268572487;37,0;16,0;18,313;4,38;;;2029,0;2025,0;;;;Enexis
118065277_23;2025;;;;;0,0;0,0;0,0;0,0;;;;;;;;Stedin
